dataset,model,model_short,variant,trial,val_acc,clean_acc,noisy_acc,epochs,params,n_points,num_classes,batch_size
shapes3d_complex,HierarchicalTensorFieldNetwork,HierTFN,attn-pool,1,99.33333333333333,0.99,0.17333333333333334,20,194534,600,6,32
shapes3d_complex,HierarchicalTensorFieldNetwork,HierTFN,attn-pool,2,100.0,1.0,0.27666666666666667,20,194534,600,6,32
shapes3d_complex,HierarchicalTensorFieldNetwork,HierTFN,baseline,0,84.66666666666667,0.82,0.32,50,194534,600,6,32
shapes3d_complex,HierarchicalTensorFieldNetwork,HierTFN,baseline,1,84.0,0.83,0.2833333333333333,50,194534,600,6,32
shapes3d_complex,HierarchicalTensorFieldNetwork,HierTFN,baseline,2,100.0,0.9933333333333333,0.3333333333333333,50,194534,600,6,32
shapes3d_complex,HybridOnEquivariantTensorFieldNetwork,HybridTFN,baseline,2,100.0,1.0,0.43,20,1863532,600,6,32
shapes3d_complex,OnEquivariantTensorFieldNetwork,OnEquivTFN,attn-pool,0,100.0,1.0,0.86,20,1754214,600,6,32
shapes3d_complex,OnEquivariantTensorFieldNetwork,OnEquivTFN,attn-pool,1,100.0,1.0,0.8333333333333334,20,1754214,600,6,32
shapes3d_complex,OnEquivariantTensorFieldNetwork,OnEquivTFN,attn-pool,2,100.0,1.0,0.6733333333333333,20,1754214,600,6,32
shapes3d_complex,OnEquivariantTensorFieldNetwork,OnEquivTFN,baseline,0,100.0,1.0,0.36666666666666664,50,1754214,600,6,32
shapes3d_complex,OnEquivariantTensorFieldNetwork,OnEquivTFN,baseline,1,100.0,1.0,1.0,50,1754214,600,6,32
shapes3d_complex,OnEquivariantTensorFieldNetwork,OnEquivTFN,baseline,2,100.0,1.0,0.52,50,1754214,600,6,32
shapes3d_complex,PersNet,PersNet,baseline,0,100.0,1.0,0.9433333333333334,20,142214,600,6,32
shapes3d_complex,PersNet,PersNet,baseline,1,100.0,1.0,0.95,20,142214,600,6,32
shapes3d_complex,PersNet,PersNet,baseline,2,100.0,1.0,0.7566666666666667,20,142214,600,6,32
shapes3d_complex,PersNet,PersNet,noise-aug,0,16.666666666666664,0.16666666666666666,0.16666666666666666,20,142214,600,6,32
shapes3d_complex,PersNet,PersNet,noise-aug,1,50.0,0.5,0.5,20,142214,600,6,32
shapes3d_complex,PersNet,PersNet,noise-aug,2,33.33333333333333,0.3333333333333333,0.3333333333333333,20,142214,600,6,32
shapes3d_complex,PointNetTutorial,PointNetTutorial,baseline,0,100.0,1.0,0.6866666666666666,100,142150,600,6,32
shapes3d_complex,PointNetTutorial,PointNetTutorial,baseline,1,100.0,1.0,0.8266666666666667,100,142150,600,6,32
shapes3d_complex,PointNetTutorial,PointNetTutorial,baseline,2,100.0,1.0,0.8166666666666667,100,142150,600,6,32
shapes3d_complex,RelaxedOnEquivariantTensorFieldNetwork,RelaxTFN,baseline,0,100.0,1.0,0.8066666666666666,20,1754216,600,6,32
shapes3d_complex,RelaxedOnEquivariantTensorFieldNetwork,RelaxTFN,baseline,1,100.0,1.0,0.8333333333333334,20,1754216,600,6,32
shapes3d_complex,RelaxedOnEquivariantTensorFieldNetwork,RelaxTFN,baseline,2,100.0,1.0,0.97,20,1754216,600,6,32
shapes3d_complex,RipsPointNet,RipsPointNet,baseline,0,100.0,1.0,0.7633333333333333,20,281830,600,6,32
shapes3d_complex,RipsPointNet,RipsPointNet,baseline,1,100.0,1.0,0.5366666666666666,20,281830,600,6,32
shapes3d_complex,RipsPointNet,RipsPointNet,baseline,2,100.0,1.0,0.76,20,281830,600,6,32
shapes3d_complex,ScalarDistanceDeepSet,ScalarDeepSet,baseline,0,94.0,0.94,0.9333333333333333,100,76038,600,6,32
shapes3d_complex,ScalarDistanceDeepSet,ScalarDeepSet,baseline,1,96.33333333333334,0.9633333333333334,0.9033333333333333,100,76038,600,6,32
shapes3d_complex,ScalarDistanceDeepSet,ScalarDeepSet,baseline,2,95.0,0.95,0.93,100,76038,600,6,32
shapes3d_complex,ScalarInputMLP,ScalarMLP,baseline,0,50.0,0.5,0.5,100,667142,600,6,32
shapes3d_complex,ScalarInputMLP,ScalarMLP,baseline,1,66.66666666666666,0.6666666666666666,0.6666666666666666,100,667142,600,6,32
shapes3d_complex,ScalarInputMLP,ScalarMLP,baseline,2,66.0,0.66,0.6133333333333333,100,667142,600,6,32
shapes3d_complex,StochasticTensorFieldNetwork,StochTFN,baseline,0,100.0,1.0,0.89,100,41895,600,6,32
shapes3d_complex,StochasticTensorFieldNetwork,StochTFN,baseline,1,100.0,1.0,0.6666666666666666,100,41895,600,6,32
shapes3d_complex,StochasticTensorFieldNetwork,StochTFN,baseline,2,100.0,1.0,0.65,100,41895,600,6,32
shapes3d_complex,TensorFieldNetwork,TFN,baseline,0,100.0,1.0,0.8266666666666667,100,89286,600,6,32
shapes3d_complex,TensorFieldNetwork,TFN,baseline,1,100.0,1.0,0.7366666666666667,100,89286,600,6,32
shapes3d_complex,TensorFieldNetwork,TFN,baseline,2,100.0,1.0,0.7466666666666667,100,89286,600,6,32
shapes3d_geometry,AttentionTensorFieldNetwork,AttnTFN,baseline,0,100.0,1.0,0.5233333333333333,50,904179,600,4,32
shapes3d_geometry,AttentionTensorFieldNetwork,AttnTFN,baseline,1,50.0,0.5,0.5,100,904179,600,4,32
shapes3d_geometry,AttentionTensorFieldNetwork,AttnTFN,baseline,2,100.0,1.0,0.9966666666666667,50,904179,600,4,32
shapes3d_geometry,GTTensorFieldNetworkV2,GTTFNv2,attn-pool,0,100.0,1.0,0.7233333333333334,20,90309,600,4,32
shapes3d_geometry,GTTensorFieldNetworkV2,GTTFNv2,attn-pool,1,100.0,1.0,0.9333333333333333,20,90309,600,4,32
shapes3d_geometry,GTTensorFieldNetworkV2,GTTFNv2,attn-pool,2,100.0,1.0,0.5633333333333334,20,90309,600,4,32
shapes3d_geometry,GTTensorFieldNetworkV2,GTTFNv2,baseline,0,100.0,1.0,0.95,100,89156,600,4,32
shapes3d_geometry,GTTensorFieldNetworkV2,GTTFNv2,baseline,1,100.0,1.0,0.9833333333333333,100,89156,600,4,32
shapes3d_geometry,GTTensorFieldNetworkV2,GTTFNv2,baseline,2,100.0,1.0,0.5966666666666667,100,89156,600,4,32
shapes3d_geometry,GTTensorFieldNetworkV2,GTTFNv2,pd-fusion,0,100.0,1.0,0.9466666666666667,20,89156,600,4,32
shapes3d_geometry,GTTensorFieldNetworkV2,GTTFNv2,pd-fusion,1,100.0,1.0,0.89,20,89156,600,4,32
shapes3d_geometry,GTTensorFieldNetworkV2,GTTFNv2,pd-fusion,2,100.0,1.0,0.89,20,89156,600,4,32
shapes3d_geometry,HierarchicalTensorFieldNetwork,HierTFN,attn-pool,0,100.0,0.9933333333333333,0.25666666666666665,20,194404,600,4,32
shapes3d_geometry,HierarchicalTensorFieldNetwork,HierTFN,attn-pool,1,99.33333333333333,1.0,0.26666666666666666,20,194404,600,4,32
shapes3d_geometry,HierarchicalTensorFieldNetwork,HierTFN,attn-pool,2,100.0,1.0,0.32,20,194404,600,4,32
shapes3d_geometry,HierarchicalTensorFieldNetwork,HierTFN,baseline,0,98.33333333333333,0.9833333333333333,0.29333333333333333,50,194404,600,4,32
shapes3d_geometry,HierarchicalTensorFieldNetwork,HierTFN,baseline,1,100.0,1.0,0.28,50,194404,600,4,32
shapes3d_geometry,HierarchicalTensorFieldNetwork,HierTFN,baseline,2,100.0,1.0,0.26666666666666666,50,194404,600,4,32
shapes3d_geometry,HybridOnEquivariantTensorFieldNetwork,HybridTFN,baseline,0,100.0,1.0,0.8266666666666667,20,1863144,600,4,32
shapes3d_geometry,HybridOnEquivariantTensorFieldNetwork,HybridTFN,baseline,1,100.0,1.0,0.89,20,1863144,600,4,32
shapes3d_geometry,HybridOnEquivariantTensorFieldNetwork,HybridTFN,baseline,2,100.0,1.0,0.9266666666666666,20,1863144,600,4,32
shapes3d_geometry,OnEquivariantTensorFieldNetwork,OnEquivTFN,attn-pool,0,100.0,1.0,0.8833333333333333,20,1754084,600,4,32
shapes3d_geometry,OnEquivariantTensorFieldNetwork,OnEquivTFN,attn-pool,1,100.0,1.0,0.5733333333333334,20,1754084,600,4,32
shapes3d_geometry,OnEquivariantTensorFieldNetwork,OnEquivTFN,baseline,0,100.0,1.0,0.49,50,1754084,600,4,32
shapes3d_geometry,OnEquivariantTensorFieldNetwork,OnEquivTFN,baseline,1,50.0,0.5,0.5,100,1754084,600,4,32
shapes3d_geometry,OnEquivariantTensorFieldNetwork,OnEquivTFN,baseline,2,100.0,1.0,0.75,50,1754084,600,4,32
shapes3d_geometry,PersNet,PersNet,baseline,0,100.0,1.0,0.8733333333333333,20,141956,600,4,32
shapes3d_geometry,PersNet,PersNet,baseline,1,100.0,1.0,0.7566666666666667,20,141956,600,4,32
shapes3d_geometry,PersNet,PersNet,baseline,2,100.0,1.0,0.48333333333333334,20,141956,600,4,32
shapes3d_geometry,PersNet,PersNet,noise-aug,0,75.0,0.75,0.7433333333333333,20,141956,600,4,32
shapes3d_geometry,PersNet,PersNet,noise-aug,1,25.0,0.25,0.51,20,141956,600,4,32
shapes3d_geometry,PersNet,PersNet,noise-aug,2,50.0,0.5,0.5,20,141956,600,4,32
shapes3d_geometry,PointNetTutorial,PointNetTutorial,baseline,0,100.0,1.0,0.5033333333333333,100,141892,600,4,32
shapes3d_geometry,PointNetTutorial,PointNetTutorial,baseline,1,100.0,1.0,0.5,100,141892,600,4,32
shapes3d_geometry,PointNetTutorial,PointNetTutorial,baseline,2,100.0,1.0,0.5,100,141892,600,4,32
shapes3d_geometry,RelaxedOnEquivariantTensorFieldNetwork,RelaxTFN,baseline,1,100.0,1.0,0.75,20,1754086,600,4,32
shapes3d_geometry,RelaxedOnEquivariantTensorFieldNetwork,RelaxTFN,baseline,2,71.66666666666667,0.7166666666666667,0.7233333333333334,100,1754086,600,4,32
shapes3d_geometry,RipsPointNet,RipsPointNet,baseline,0,100.0,1.0,0.29,20,281572,600,4,32
shapes3d_geometry,RipsPointNet,RipsPointNet,baseline,1,100.0,1.0,0.7366666666666667,20,281572,600,4,32
shapes3d_geometry,RipsPointNet,RipsPointNet,baseline,2,25.0,0.25,0.25,20,281572,600,4,32
shapes3d_geometry,ScalarDistanceDeepSet,ScalarDeepSet,baseline,0,100.0,1.0,0.75,100,75780,600,4,32
shapes3d_geometry,ScalarDistanceDeepSet,ScalarDeepSet,baseline,1,100.0,1.0,0.75,100,75780,600,4,32
shapes3d_geometry,ScalarDistanceDeepSet,ScalarDeepSet,baseline,2,100.0,1.0,0.7466666666666667,100,75780,600,4,32
shapes3d_geometry,ScalarInputMLP,ScalarMLP,baseline,0,74.66666666666667,0.7466666666666667,0.6066666666666667,100,665092,600,4,32
shapes3d_geometry,ScalarInputMLP,ScalarMLP,baseline,1,25.0,0.25,0.25,100,665092,600,4,32
shapes3d_geometry,ScalarInputMLP,ScalarMLP,baseline,2,25.0,0.25,0.25,100,665092,600,4,32
shapes3d_geometry,StochasticTensorFieldNetwork,StochTFN,baseline,0,100.0,1.0,0.9533333333333334,100,41499,600,4,32
shapes3d_geometry,StochasticTensorFieldNetwork,StochTFN,baseline,1,100.0,1.0,0.8066666666666666,100,41499,600,4,32
shapes3d_geometry,StochasticTensorFieldNetwork,StochTFN,baseline,2,100.0,1.0,0.9733333333333334,100,41499,600,4,32
shapes3d_geometry,TensorFieldNetwork,TFN,baseline,0,100.0,1.0,0.71,100,89156,600,4,32
shapes3d_geometry,TensorFieldNetwork,TFN,baseline,1,100.0,1.0,0.83,100,89156,600,4,32
shapes3d_geometry,TensorFieldNetwork,TFN,baseline,2,100.0,1.0,0.9933333333333333,100,89156,600,4,32
shapes3d_topology,AttentionTensorFieldNetwork,AttnTFN,baseline,0,100.0,1.0,0.8866666666666667,50,904179,600,4,32
shapes3d_topology,AttentionTensorFieldNetwork,AttnTFN,baseline,1,50.0,0.5,0.5,100,904179,600,4,32
shapes3d_topology,AttentionTensorFieldNetwork,AttnTFN,baseline,2,100.0,1.0,1.0,50,904179,600,4,32
shapes3d_topology,GTTensorFieldNetworkV2,GTTFNv2,attn-pool,0,100.0,1.0,1.0,20,90309,600,4,32
shapes3d_topology,GTTensorFieldNetworkV2,GTTFNv2,attn-pool,1,100.0,1.0,0.84,20,90309,600,4,32
shapes3d_topology,GTTensorFieldNetworkV2,GTTFNv2,attn-pool,2,100.0,1.0,0.7866666666666666,20,90309,600,4,32
shapes3d_topology,GTTensorFieldNetworkV2,GTTFNv2,baseline,0,100.0,1.0,0.8733333333333333,100,89156,600,4,32
shapes3d_topology,GTTensorFieldNetworkV2,GTTFNv2,baseline,1,100.0,1.0,0.9666666666666667,100,89156,600,4,32
shapes3d_topology,GTTensorFieldNetworkV2,GTTFNv2,baseline,2,100.0,1.0,0.9366666666666666,100,89156,600,4,32
shapes3d_topology,GTTensorFieldNetworkV2,GTTFNv2,pd-fusion,0,100.0,0.9966666666666667,1.0,20,89156,600,4,32
shapes3d_topology,GTTensorFieldNetworkV2,GTTFNv2,pd-fusion,1,100.0,1.0,0.75,20,89156,600,4,32
shapes3d_topology,GTTensorFieldNetworkV2,GTTFNv2,pd-fusion,2,75.0,0.75,0.5766666666666667,20,89156,600,4,32
shapes3d_topology,HierarchicalTensorFieldNetwork,HierTFN,attn-pool,0,90.33333333333333,0.8433333333333334,0.43333333333333335,20,194404,600,4,32
shapes3d_topology,HierarchicalTensorFieldNetwork,HierTFN,attn-pool,1,100.0,1.0,0.31666666666666665,20,194404,600,4,32
shapes3d_topology,HierarchicalTensorFieldNetwork,HierTFN,attn-pool,2,100.0,1.0,0.39,20,194404,600,4,32
shapes3d_topology,HierarchicalTensorFieldNetwork,HierTFN,baseline,0,100.0,1.0,0.6266666666666667,50,194404,600,4,32
shapes3d_topology,HierarchicalTensorFieldNetwork,HierTFN,baseline,1,75.0,0.75,0.5,50,194404,600,4,32
shapes3d_topology,HierarchicalTensorFieldNetwork,HierTFN,baseline,2,100.0,1.0,0.6133333333333333,50,194404,600,4,32
shapes3d_topology,HybridOnEquivariantTensorFieldNetwork,HybridTFN,baseline,0,100.0,1.0,0.7466666666666667,20,1863144,600,4,32
shapes3d_topology,HybridOnEquivariantTensorFieldNetwork,HybridTFN,baseline,1,50.0,0.5,0.5,100,1863144,600,4,32
shapes3d_topology,OnEquivariantTensorFieldNetwork,OnEquivTFN,attn-pool,0,100.0,1.0,0.5466666666666666,20,1754084,600,4,32
shapes3d_topology,OnEquivariantTensorFieldNetwork,OnEquivTFN,attn-pool,1,100.0,1.0,1.0,20,1754084,600,4,32
shapes3d_topology,OnEquivariantTensorFieldNetwork,OnEquivTFN,attn-pool,2,100.0,1.0,0.7133333333333334,20,1754084,600,4,32
shapes3d_topology,OnEquivariantTensorFieldNetwork,OnEquivTFN,baseline,0,100.0,1.0,1.0,50,1754084,600,4,32
shapes3d_topology,OnEquivariantTensorFieldNetwork,OnEquivTFN,baseline,1,100.0,1.0,0.9333333333333333,100,1754084,600,4,32
shapes3d_topology,OnEquivariantTensorFieldNetwork,OnEquivTFN,baseline,2,100.0,1.0,1.0,50,1754084,600,4,32
shapes3d_topology,PersNet,PersNet,baseline,0,100.0,1.0,1.0,20,141956,600,4,32
shapes3d_topology,PersNet,PersNet,baseline,1,100.0,1.0,0.8566666666666667,20,141956,600,4,32
shapes3d_topology,PersNet,PersNet,baseline,2,100.0,1.0,0.8033333333333333,20,141956,600,4,32
shapes3d_topology,PersNet,PersNet,noise-aug,0,48.66666666666667,0.4866666666666667,0.47333333333333333,20,141956,600,4,32
shapes3d_topology,PersNet,PersNet,noise-aug,1,75.0,0.75,0.7033333333333334,20,141956,600,4,32
shapes3d_topology,PersNet,PersNet,noise-aug,2,50.0,0.5,0.5,20,141956,600,4,32
shapes3d_topology,PointNetTutorial,PointNetTutorial,baseline,0,100.0,1.0,0.9933333333333333,100,141892,600,4,32
shapes3d_topology,PointNetTutorial,PointNetTutorial,baseline,1,100.0,1.0,1.0,100,141892,600,4,32
shapes3d_topology,PointNetTutorial,PointNetTutorial,baseline,2,100.0,1.0,1.0,100,141892,600,4,32
shapes3d_topology,RelaxedOnEquivariantTensorFieldNetwork,RelaxTFN,baseline,0,100.0,1.0,0.7533333333333333,20,1754086,600,4,32
shapes3d_topology,RelaxedOnEquivariantTensorFieldNetwork,RelaxTFN,baseline,1,25.0,0.25,0.25666666666666665,100,1754086,600,4,32
shapes3d_topology,RelaxedOnEquivariantTensorFieldNetwork,RelaxTFN,baseline,2,100.0,1.0,1.0,20,1754086,600,4,32
shapes3d_topology,RipsPointNet,RipsPointNet,baseline,0,25.0,0.25,0.25,20,281572,600,4,32
shapes3d_topology,RipsPointNet,RipsPointNet,baseline,1,75.0,0.75,0.41333333333333333,20,281572,600,4,32
shapes3d_topology,RipsPointNet,RipsPointNet,baseline,2,100.0,1.0,0.7633333333333333,20,281572,600,4,32
shapes3d_topology,ScalarDistanceDeepSet,ScalarDeepSet,baseline,0,90.66666666666666,0.9066666666666666,0.8533333333333334,50,75780,600,4,32
shapes3d_topology,ScalarDistanceDeepSet,ScalarDeepSet,baseline,1,25.0,0.25,0.25,50,75780,600,4,32
shapes3d_topology,ScalarDistanceDeepSet,ScalarDeepSet,baseline,2,99.66666666666667,0.9966666666666667,0.99,100,75780,600,4,32
shapes3d_topology,ScalarInputMLP,ScalarMLP,baseline,0,50.0,0.5,0.5,100,665092,600,4,32
shapes3d_topology,ScalarInputMLP,ScalarMLP,baseline,1,25.0,0.25,0.25,100,665092,600,4,32
shapes3d_topology,ScalarInputMLP,ScalarMLP,baseline,2,50.0,0.5,0.5,100,665092,600,4,32
shapes3d_topology,StochasticTensorFieldNetwork,StochTFN,baseline,0,100.0,1.0,0.82,100,41499,600,4,32
shapes3d_topology,StochasticTensorFieldNetwork,StochTFN,baseline,1,100.0,1.0,1.0,100,41499,600,4,32
shapes3d_topology,StochasticTensorFieldNetwork,StochTFN,baseline,2,100.0,1.0,1.0,100,41499,600,4,32
shapes3d_topology,TensorFieldNetwork,TFN,baseline,0,100.0,1.0,1.0,100,89156,600,4,32
shapes3d_topology,TensorFieldNetwork,TFN,baseline,1,100.0,1.0,1.0,100,89156,600,4,32
shapes3d_topology,TensorFieldNetwork,TFN,baseline,2,100.0,1.0,0.9933333333333333,100,89156,600,4,32
